-0.026298,-0.063712
-0.026514,-0.064228
-0.026619,-0.064387
-0.026521,-0.064428
-0.025259,-0.061915
-0.016075,-0.046238
-0.0066226,-0.010738
-0.0057287,0.01124
-0.0057044,0.0061312
-0.0061152,-0.0041185
-0.0062229,-0.010974
-0.0063704,-0.013261
-0.0065958,-0.015723
-0.0066548,-0.016291
-0.0066152,-0.015912
-0.0067164,-0.016858
-0.0070134,-0.019313
-0.007303,-0.021385
-0.0088185,-0.029217
-0.011537,-0.039315
-0.014712,-0.047485
-0.018394,-0.055043
-0.021274,-0.060222
-0.02471,-0.063141
-0.025244,-0.061516
-0.025135,-0.061156
-0.025331,-0.061278
-0.025654,-0.062157
-0.026292,-0.063512
-0.026403,-0.06387
-0.026311,-0.06411
-0.020135,-0.0616
-0.010788,-0.048721
-0.0067182,-0.029965
-0.0058147,-0.011196
-0.0059713,-0.002221
-0.0060022,-0.0036968
-0.0060342,-0.005807
-0.0059952,-0.0048747
-0.0059778,-0.0016412
-0.0060582,0.0023892
-0.0061942,0.0058376
-0.0062768,0.0071666
-0.0070873,0.014505
-0.01008,0.029609
-0.017177,0.050068
-0.024934,0.065857
-0.030972,0.074628
-0.035611,0.080416
-0.037486,0.082367
-0.03736,0.082424
-0.036981,0.081997
-0.036605,0.081568
-0.035858,0.080705
-0.035734,0.08056
-0.035365,0.080126
-0.034147,0.078665
-0.032128,0.076139
-0.028401,0.071288
-0.022109,0.061319
-0.013312,0.042352
-0.007891,0.021375
-0.006245,0.007993
-0.0060322,-0.0024541
-0.0062327,-0.0072049
-0.0064227,-0.0094621
-0.006485,-0.0098214
-0.0065151,-0.0098014
-0.0065751,-0.0097613
-0.0063036,-0.0067388
-0.0062548,0.0071858
-0.011211,0.033438
-0.022669,0.060714
-0.034011,0.076524
-0.040966,0.084132
-0.042032,0.085218
-0.043107,0.086092
-0.046231,0.087107
-0.052843,0.088915
-0.065212,0.094116
-0.078849,0.099551
-0.094627,0.10437
-0.10887,0.10586
-0.1131,0.1057
-0.11251,0.10543
-0.11398,0.10406
-0.12019,0.10094
-0.1254,0.097646
-0.13189,0.096789
-0.13797,0.096407
-0.13835,0.096373
-0.13835,0.096373
-0.13816,0.09639
-0.13721,0.096471
-0.13736,0.09626
-0.13721,0.096471
-0.13561,0.096195
-0.13346,0.094356
-0.1329,0.09203
-0.13233,0.09206
-0.13228,0.091867
-0.13247,0.091857
-0.13295,0.092224
-0.13361,0.091792
-0.14109,0.088516
-0.15985,0.083791
-0.17964,0.075911
-0.19924,0.063241
-0.20834,0.048853
-0.20907,0.044634
-0.20419,0.049161
-0.18973,0.059872
-0.17011,0.068712
-0.15179,0.07136
-0.14025,0.0728
-0.13932,0.07295
-0.13875,0.073037
-0.13853,0.073462
-0.13841,0.073675
-0.13815,0.073518
-0.13845,0.073278
-0.13826,0.073306
-0.13871,0.072456
-0.13954,0.070168
-0.13937,0.068434
-0.13816,0.068441
-0.1387,0.066985
-0.1376,0.063481
-0.1331,0.058492
-0.13117,0.054848
-0.13103,0.051317
-0.13104,0.05038
-0.13104,0.05038
-0.13191,0.049467
-0.13127,0.045481
-0.12641,0.04296
-0.12407,0.041054
-0.12338,0.039399
-0.12205,0.038582
-0.12286,0.038254
-0.12379,0.038072
-0.1265,0.036596
-0.13054,0.035046
-0.13242,0.033022
-0.13286,0.031191
-0.1335,0.028331
-0.13392,0.02628
-0.1343,0.025187
-0.13456,0.023744
-0.13498,0.021263
-0.13523,0.018433
-0.13482,0.01645
-0.1349,0.014251
-0.13495,0.012053
-0.13518,0.0091524
-0.13521,0.0057127
-0.13448,0.0024383
-0.13201,-0.0012809
-0.1291,-0.0044745
-0.12662,-0.0072403
-0.12439,-0.010099
-0.1221,-0.012671
-0.12035,-0.014538
-0.12157,-0.015745
-0.12299,-0.016706
-0.12855,-0.020545
-0.13794,-0.017882
-0.13797,-0.018847
-0.1369,-0.020565
-0.13596,-0.019099
-0.13578,-0.01803
-0.13578,-0.01803
-0.1359,-0.018355
-0.13572,-0.018446
-0.13572,-0.018446
-0.13587,-0.018564
-0.13587,-0.018564
-0.13572,-0.018446
-0.13572,-0.018446
-0.13572,-0.018446
-0.13572,-0.018446
-0.13569,-0.018654
-0.13584,-0.018772
-0.13578,-0.019189
-0.13529,-0.021356
-0.13529,-0.021356
-0.13495,-0.022479
-0.13292,-0.0236
-0.12937,-0.027135
-0.12828,-0.031878
-0.13086,-0.038751
-0.13291,-0.042098
-0.13246,-0.042972
-0.13021,-0.046532
-0.12783,-0.049652
-0.1269,-0.05111
-0.12682,-0.051305
-0.12642,-0.052276
-0.12602,-0.053244
-0.12513,-0.055709
-0.12433,-0.059013
-0.12389,-0.060314
-0.12336,-0.059521
-0.12301,-0.058355
-0.11971,-0.054056
-0.11275,-0.048119
-0.1046,-0.043959
-0.094652,-0.039449
-0.084671,-0.036311
-0.083847,-0.037736
-0.089828,-0.040257
-0.096121,-0.042331
-0.097249,-0.0424
-0.097115,-0.042265
-0.096847,-0.041995
-0.096718,-0.042292
-0.096589,-0.043021
-0.096584,-0.04432
-0.09552,-0.044515
-0.093532,-0.044161
-0.091607,-0.046867
-0.090417,-0.05023
-0.091267,-0.052686
-0.093385,-0.054662
-0.096261,-0.056691
-0.1006,-0.060929
-0.10615,-0.063329
-0.11308,-0.061059
-0.11994,-0.05864
-0.12124,-0.057073
-0.12116,-0.057259
-0.12098,-0.057631
-0.12035,-0.057037
-0.11731,-0.056438
-0.10921,-0.054168
-0.10072,-0.051093
-0.096555,-0.047663
-0.092937,-0.043755
-0.090061,-0.041476
-0.089168,-0.040412
-0.088755,-0.040018
-0.088693,-0.040154
-0.088383,-0.040833
-0.087804,-0.041646
-0.086438,-0.040322
-0.081028,-0.037352
-0.074037,-0.035454
-0.071133,-0.034265
-0.070148,-0.033756
-0.069224,-0.034796
-0.06835,-0.036484
-0.067641,-0.0374
-0.066257,-0.036459
-0.063426,-0.035438
-0.061498,-0.033921
-0.059247,-0.032197
-0.056134,-0.03086
-0.053947,-0.029767
-0.050958,-0.029318
-0.04988,-0.030398
-0.049645,-0.030779
-0.047716,-0.029233
-0.044788,-0.028212
-0.042685,-0.027981
-0.040297,-0.027459
-0.037312,-0.025432
-0.03346,-0.023647
-0.028689,-0.021793
-0.025078,-0.019936
-0.022993,-0.018896
-0.020117,-0.017029
-0.017192,-0.015517
-0.015529,-0.014565
-0.013673,-0.013551
-0.011422,-0.012413
-0.0078396,-0.010536
-0.0040081,-0.0086425
-0.00073256,-0.0070111
0.0015812,-0.0059047
0.004554,-0.0044554
0.0075236,-0.0030215
0.0096414,-0.0019277
0.010699,-0.0013276
0.010526,-0.0014073
0.010009,-0.0016477
0.010354,-0.0014871
0.0098364,-0.0017283
0.0096643,-0.0018093
0.0098364,-0.0017283
0.010354,-0.0014871
0.010711,-0.0012291
0.011228,-0.00098712
0.012611,-0.00035344
0.014701,0.00056513
0.018751,0.0022175
0.022858,0.003726
0.026477,0.0048787
0.031401,0.0063534
0.039551,0.0082494
0.049132,0.0097533
